,Config,Filename,Model,Name,Species
262,"['pair_style bop\n', 'pair_coeff * * CdZnTe_v1.bop.table Cd Te Zn\n']",['potential_LAMMPS/2012--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1/CdZnTe_v1.bop.table'],NISTiprpy,2012--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1,"['Cd', 'Te', 'Zn']"
263,"['pair_style tersoff\n', 'pair_coeff * * 1989_SiGe.tersoff Si Ge\n']",['potential_LAMMPS/1989--Tersoff-J--Si-Ge--LAMMPS--ipr1/1989_SiGe.tersoff'],NISTiprpy,1989--Tersoff-J--Si-Ge--LAMMPS--ipr1,"['Si', 'Ge']"
264,"['pair_style eam\n', 'pair_coeff 1 1 Au_u3.eam\n']",['potential_LAMMPS/1986--Foiles-S-M--Au--LAMMPS--ipr1/Au_u3.eam'],NISTiprpy,1986--Foiles-S-M--Au--LAMMPS--ipr1,['Au']
265,"['pair_style eam\n', 'pair_coeff 1 1 Ag_u3.eam\n']",['potential_LAMMPS/1986--Foiles-S-M--Ag--LAMMPS--ipr1/Ag_u3.eam'],NISTiprpy,1986--Foiles-S-M--Ag--LAMMPS--ipr1,['Ag']
266,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al\n']",['potential_LAMMPS/2015--Choudhary-K--Al--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Choudhary-K--Al--LAMMPS--ipr1,['Al']
267,"['pair_style bop\n', 'pair_coeff * * AlCuH_Dec3.t Al Cu H\n']",['potential_LAMMPS/2018--Zhou-X-W--Al-Cu-H--LAMMPS--ipr1/AlCuH_Dec3.t'],NISTiprpy,2018--Zhou-X-W--Al-Cu-H--LAMMPS--ipr1,"['Al', 'Cu', 'H']"
268,"['pair_style eam/cd\n', 'pair_coeff * * FeCr.cdeam Fe Cr\n']",['potential_LAMMPS/2009--Stukowski-A--Fe-Cr--LAMMPS--ipr1/FeCr.cdeam'],NISTiprpy,2009--Stukowski-A--Fe-Cr--LAMMPS--ipr1,"['Fe', 'Cr']"
269,"['pair_style sw\n', 'pair_coeff * * Si.sw Si\n']",['potential_LAMMPS/1985--Stillinger-F-H--Si--LAMMPS--ipr1/Si.sw'],NISTiprpy,1985--Stillinger-F-H--Si--LAMMPS--ipr1,['Si']
270,"['pair_style bop\n', 'pair_coeff * * CuH.bop.table Cu H\n']",['potential_LAMMPS/2015--Zhou-X-W--Cu-H--LAMMPS--ipr1/CuH.bop.table'],NISTiprpy,2015--Zhou-X-W--Cu-H--LAMMPS--ipr1,"['Cu', 'H']"
271,"['pair_style hybrid/overlay eam/alloy eam/fs\n', 'pair_coeff * * eam/alloy FeCrW_d.eam.alloy Fe Cr W\n', 'pair_coeff * * eam/fs FeCrW_s.eam.fs Fe Cr W\n']","['potential_LAMMPS/2013--Bonny-G--Fe-Cr-W--LAMMPS--ipr1/FeCrW_s.eam.fs', 'potential_LAMMPS/2013--Bonny-G--Fe-Cr-W--LAMMPS--ipr1/READ_ME.txt', 'potential_LAMMPS/2013--Bonny-G--Fe-Cr-W--LAMMPS--ipr1/FeCrW_d.eam.alloy']",NISTiprpy,2013--Bonny-G--Fe-Cr-W--LAMMPS--ipr1,"['Fe', 'Cr', 'W']"
272,"['pair_style eam/alloy\n', 'pair_coeff * * FeNiCr.t Fe Ni Cr\n']",['potential_LAMMPS/2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1/FeNiCr.t'],NISTiprpy,2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1,"['Fe', 'Ni', 'Cr']"
273,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al Ni O\n']",['potential_LAMMPS/2015--Kumar-A--Al-Ni-O--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Kumar-A--Al-Ni-O--LAMMPS--ipr1,"['Al', 'Ni', 'O']"
274,"['pair_style tersoff/zbl\n', 'pair_coeff * * SiC.tersoff.zbl Si C\n']",['potential_LAMMPS/1998--Devanathan-R--Si-C--LAMMPS--ipr1/SiC.tersoff.zbl'],NISTiprpy,1998--Devanathan-R--Si-C--LAMMPS--ipr1,"['Si', 'C']"
275,"['pair_style meam/c\n', 'pair_coeff * * library.meam Sn Sn.meam Sn\n']","['potential_LAMMPS/2018--Ko-W-S--Sn--LAMMPS--ipr1/Sn.meam', 'potential_LAMMPS/2018--Ko-W-S--Sn--LAMMPS--ipr1/library.meam']",NISTiprpy,2018--Ko-W-S--Sn--LAMMPS--ipr1,['Sn']
276,"['pair_style eam/alloy\n', 'pair_coeff * * Fe_Fe.CS3_33.alloy Fe\n']",['potential_LAMMPS/2011--Chiesa-S--Fe-33--LAMMPS--ipr1/Fe_Fe.CS3_33.alloy'],NISTiprpy,2011--Chiesa-S--Fe-33--LAMMPS--ipr1,['Fe']
277,"['pair_style tersoff\n', 'pair_coeff * * 2005_SiC_II.tersoff Si C\n']",['potential_LAMMPS/2005--Erhart-P--Si-C-II--LAMMPS--ipr1/2005_SiC_II.tersoff'],NISTiprpy,2005--Erhart-P--Si-C-II--LAMMPS--ipr1,"['Si', 'C']"
278,"['pair_style bop\n', 'pair_coeff * * CdTeSe.bop.table Cd Te Se\n']",['potential_LAMMPS/2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1/CdTeSe.bop.table'],NISTiprpy,2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1,"['Cd', 'Te', 'Se']"
279,"['pair_style tersoff/mod/c\n', 'pair_coeff * * Si.tersoff.modc Si\n']",['potential_LAMMPS/2017--Purja-Pun-G-P--Si--LAMMPS--ipr1/Si.tersoff.modc'],NISTiprpy,2017--Purja-Pun-G-P--Si--LAMMPS--ipr1,['Si']
280,"['pair_style adp\n', 'pair_coeff * * Cr.adp.txt Cr\n']",['potential_LAMMPS/2018--Howells-C-A--Cr--LAMMPS--ipr1/Cr.adp.txt'],NISTiprpy,2018--Howells-C-A--Cr--LAMMPS--ipr1,['Cr']
281,"['pair_style eam\n', 'pair_coeff 1 1 agu6.txt\n', 'pair_coeff 2 2 auu6.txt\n', 'pair_coeff 3 3 cuu6.txt\n', 'pair_coeff 4 4 niu6.txt\n', 'pair_coeff 5 5 pdu6.txt\n', 'pair_coeff 6 6 ptu6.txt\n']","['potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/cuu6.txt', 'potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/ptu6.txt', 'potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/auu6.txt', 'potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/agu6.txt', 'potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/pdu6.txt', 'potential_LAMMPS/1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/niu6.txt']",NISTiprpy,1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,"['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']"
282,"['pair_style edip/multi\n', 'pair_coeff * * SiC.edip Si C\n']",['potential_LAMMPS/2012--Jiang-C--Si-C--LAMMPS--ipr1/SiC.edip'],NISTiprpy,2012--Jiang-C--Si-C--LAMMPS--ipr1,"['Si', 'C']"
283,"['pair_style tersoff\n', 'pair_coeff * * 2002_GaAs.tersoff Ga As\n']",['potential_LAMMPS/2002--Albe-K--Ga-As--LAMMPS--ipr1/2002_GaAs.tersoff'],NISTiprpy,2002--Albe-K--Ga-As--LAMMPS--ipr1,"['Ga', 'As']"
284,"['pair_style bop\n', 'pair_coeff * * CdTe.bop.table Cd Te\n']",['potential_LAMMPS/2012--Ward-D-K--Cd-Te--LAMMPS--ipr1/CdTe.bop.table'],NISTiprpy,2012--Ward-D-K--Cd-Te--LAMMPS--ipr1,"['Cd', 'Te']"
285,"['pair_style vashishta\n', 'pair_coeff * * SiO.1997.vashishta Si O\n']",['potential_LAMMPS/1997--Broughton-J-Q--Si-O--LAMMPS--ipr1/SiO.1997.vashishta'],NISTiprpy,1997--Broughton-J-Q--Si-O--LAMMPS--ipr1,"['Si', 'O']"
286,"['pair_style tersoff\n', 'pair_coeff * * BNC.tersoff B N C\n']",['potential_LAMMPS/2012--Kinaci-A--B-N-C--LAMMPS--ipr1/BNC.tersoff'],NISTiprpy,2012--Kinaci-A--B-N-C--LAMMPS--ipr1,"['B', 'N', 'C']"
287,"['pair_style tersoff\n', 'pair_coeff * * 1994_SiC.tersoff Si C\n']",['potential_LAMMPS/1994--Tersoff-J--Si-C--LAMMPS--ipr1/1994_SiC.tersoff'],NISTiprpy,1994--Tersoff-J--Si-C--LAMMPS--ipr1,"['Si', 'C']"
288,"['pair_style eam\n', 'pair_coeff 1 1 Ag_u3.eam\n', 'pair_coeff 2 2 Au_u3.eam\n', 'pair_coeff 3 3 Cu_u3.eam\n', 'pair_coeff 4 4 Ni_u3.eam\n', 'pair_coeff 5 5 Pd_u3.eam\n', 'pair_coeff 6 6 Pt_u3.eam\n']","['potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Cu_u3.eam', 'potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Ni_u3.eam', 'potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Pt_u3.eam', 'potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Pd_u3.eam', 'potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Ag_u3.eam', 'potential_LAMMPS/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1/Au_u3.eam']",NISTiprpy,1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,"['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']"
289,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al Ni\n']",['potential_LAMMPS/2015--Kumar-A--Al-Ni--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Kumar-A--Al-Ni--LAMMPS--ipr1,"['Al', 'Ni']"
290,"['pair_style bop\n', 'pair_coeff * * CdZnTe_v2.bop.table Cd Te Zn\n']",['potential_LAMMPS/2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1/CdZnTe_v2.bop.table'],NISTiprpy,2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1,"['Cd', 'Te', 'Zn']"
291,"['pair_style tersoff\n', 'pair_coeff * * 1989_SiC.tersoff Si C\n']",['potential_LAMMPS/1989--Tersoff-J--Si-C--LAMMPS--ipr1/1989_SiC.tersoff'],NISTiprpy,1989--Tersoff-J--Si-C--LAMMPS--ipr1,"['Si', 'C']"
292,"['pair_style tersoff\n', 'pair_coeff * * 2007_SiO.tersoff Si O\n']",['potential_LAMMPS/2007--Munetoh-S--Si-O--LAMMPS--ipr1/2007_SiO.tersoff'],NISTiprpy,2007--Munetoh-S--Si-O--LAMMPS--ipr1,"['Si', 'O']"
293,"['pair_style meam/spline\n', 'pair_coeff * * Si_2.meam.spline Si\n']",['potential_LAMMPS/2011--Du-Y-A--Si--LAMMPS--ipr1/Si_2.meam.spline'],NISTiprpy,2011--Du-Y-A--Si--LAMMPS--ipr1,['Si']
294,"['pair_style eam/fs\n', 'pair_coeff * * FeNiCr_fs.t Fe Ni Cr\n']",['potential_LAMMPS/2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2/FeNiCr_fs.t'],NISTiprpy,2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2,"['Fe', 'Ni', 'Cr']"
295,"['pair_style eam/alloy\n', 'pair_coeff * * Pb_Wang02.eam.fs Pb\n']",['potential_LAMMPS/2018--Wang-K--Pb-II--LAMMPS--ipr1/Pb_Wang02.eam.fs'],NISTiprpy,2018--Wang-K--Pb-II--LAMMPS--ipr1,['Pb']
296,"['pair_style eam\n', 'pair_coeff 1 1 Cu_u3.eam\n']",['potential_LAMMPS/1986--Foiles-S-M--Cu--LAMMPS--ipr1/Cu_u3.eam'],NISTiprpy,1986--Foiles-S-M--Cu--LAMMPS--ipr1,['Cu']
297,"['pair_style adp\n', 'pair_coeff * * CrNi.adp.txt Cr Ni\n']",['potential_LAMMPS/2018--Howells-C-A--Cr-Ni--LAMMPS--ipr1/CrNi.adp.txt'],NISTiprpy,2018--Howells-C-A--Cr-Ni--LAMMPS--ipr1,"['Cr', 'Ni']"
298,"['pair_style vashishta\n', 'pair_coeff * * SiO.1994.vashishta Si O\n']",['potential_LAMMPS/1994--Nakano-A--Si-O--LAMMPS--ipr1/SiO.1994.vashishta'],NISTiprpy,1994--Nakano-A--Si-O--LAMMPS--ipr1,"['Si', 'O']"
299,"['pair_style kim EAM_CubicNaturalSpline_AngeloMoody_1995_Ni__MO_800536961967_002\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_CubicNaturalSpline_AngeloMoody_1995_Ni__MO_800536961967_002,['Ni']
300,"['pair_style kim EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002,['Al']
301,"['pair_style kim EAM_Dynamo_AcklandBaconCalder_1997_Fe__MO_142799717516_005\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_AcklandBaconCalder_1997_Fe__MO_142799717516_005,['Fe']
302,"['pair_style kim EAM_Dynamo_AcklandMendelevSrolovitz_2004_FeP__MO_884343146310_005\n', 'pair_coeff * * Fe P\n']",[],OpenKIM,EAM_Dynamo_AcklandMendelevSrolovitz_2004_FeP__MO_884343146310_005,"['Fe', 'P']"
303,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987_Ag__MO_212700056563_005\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987_Ag__MO_212700056563_005,['Ag']
304,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987_Au__MO_104891429740_005\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987_Au__MO_104891429740_005,['Au']
305,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987_Cu__MO_179025990738_005\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987_Cu__MO_179025990738_005,['Cu']
306,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987_Ni__MO_977363131043_005\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987_Ni__MO_977363131043_005,['Ni']
307,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987v2_Ag__MO_055919219575_000\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987v2_Ag__MO_055919219575_000,['Ag']
308,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987v2_Cu__MO_762798677854_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987v2_Cu__MO_762798677854_000,['Cu']
309,"['pair_style kim EAM_Dynamo_AcklandTichyVitek_1987v2_Ni__MO_769632475533_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_AcklandTichyVitek_1987v2_Ni__MO_769632475533_000,['Ni']
310,"['pair_style kim EAM_Dynamo_AcklandVitek_1990_Cu__MO_642748370624_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_AcklandVitek_1990_Cu__MO_642748370624_000,['Cu']
311,"['pair_style kim EAM_Dynamo_AcklandWoodingBacon_1995v2_Zr__MO_398441626455_000\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_AcklandWoodingBacon_1995v2_Zr__MO_398441626455_000,['Zr']
312,"['pair_style kim EAM_Dynamo_Ackland_1987_Au__MO_754413982908_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_Ackland_1987_Au__MO_754413982908_000,['Au']
313,"['pair_style kim EAM_Dynamo_Ackland_1992_Ti__MO_748534961139_005\n', 'pair_coeff * * Ti\n']",[],OpenKIM,EAM_Dynamo_Ackland_1992_Ti__MO_748534961139_005,['Ti']
314,"['pair_style kim EAM_Dynamo_Ackland_2003_W__MO_141627196590_005\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_Ackland_2003_W__MO_141627196590_005,['W']
315,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Ag__MO_681640899874_000\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Ag__MO_681640899874_000,['Ag']
316,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Cu__MO_145873824897_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Cu__MO_145873824897_000,['Cu']
317,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Ni__MO_258836200237_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Ni__MO_258836200237_000,['Ni']
318,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Pd__MO_169076431435_000\n', 'pair_coeff * * Pd\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Pd__MO_169076431435_000,['Pd']
319,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Pt__MO_388062184209_000\n', 'pair_coeff * * Pt\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989Universal6_Pt__MO_388062184209_000,['Pt']
320,"['pair_style kim EAM_Dynamo_AdamsFoilesWolfer_1989_Au__MO_087738844640_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_AdamsFoilesWolfer_1989_Au__MO_087738844640_000,['Au']
321,"['pair_style kim EAM_Dynamo_AgrawalMishraWard_2013_Be__MO_404563086984_000\n', 'pair_coeff * * Be\n']",[],OpenKIM,EAM_Dynamo_AgrawalMishraWard_2013_Be__MO_404563086984_000,['Be']
322,"['pair_style kim EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005\n', 'pair_coeff * * Ni Al H\n']",[],OpenKIM,EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005,"['Ni', 'Al', 'H']"
323,"['pair_style kim EAM_Dynamo_BonnyBakaevTerentyev_2017_WRe__MO_234187151804_000\n', 'pair_coeff * * W Re\n']",[],OpenKIM,EAM_Dynamo_BonnyBakaevTerentyev_2017_WRe__MO_234187151804_000,"['W', 'Re']"
324,"['pair_style kim EAM_Dynamo_BonnyCastinBullens_2013_FeW__MO_737567242631_000\n', 'pair_coeff * * Fe W\n']",[],OpenKIM,EAM_Dynamo_BonnyCastinBullens_2013_FeW__MO_737567242631_000,"['Fe', 'W']"
325,"['pair_style kim EAM_Dynamo_BonnyCastinTerentyev_2013_FeNiCr__MO_763197941039_000\n', 'pair_coeff * * Fe Ni Cr\n']",[],OpenKIM,EAM_Dynamo_BonnyCastinTerentyev_2013_FeNiCr__MO_763197941039_000,"['Fe', 'Ni', 'Cr']"
326,"['pair_style kim EAM_Dynamo_BonnyPasianotCastin_2009_FeCuNi__MO_469343973171_005\n', 'pair_coeff * * Fe Cu Ni\n']",[],OpenKIM,EAM_Dynamo_BonnyPasianotCastin_2009_FeCuNi__MO_469343973171_005,"['Fe', 'Cu', 'Ni']"
327,"['pair_style kim EAM_Dynamo_BonnyPasianotMalerba_2009_FeNi__MO_267721408934_005\n', 'pair_coeff * * Fe Ni\n']",[],OpenKIM,EAM_Dynamo_BonnyPasianotMalerba_2009_FeNi__MO_267721408934_005,"['Fe', 'Ni']"
328,"['pair_style kim EAM_Dynamo_BonnyTerentyev_2014EAM1_W__MO_292520929154_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_BonnyTerentyev_2014EAM1_W__MO_292520929154_000,['W']
329,"['pair_style kim EAM_Dynamo_BonnyTerentyev_2014EAM2_W__MO_626183701337_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_BonnyTerentyev_2014EAM2_W__MO_626183701337_000,['W']
330,"['pair_style kim EAM_Dynamo_BorovikovMendelevKing_2016_CuZr__MO_097471813275_000\n', 'pair_coeff * * Cu Zr\n']",[],OpenKIM,EAM_Dynamo_BorovikovMendelevKing_2016_CuZr__MO_097471813275_000,"['Cu', 'Zr']"
331,"['pair_style kim EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005\n', 'pair_coeff * * Al Cu\n']",[],OpenKIM,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,"['Al', 'Cu']"
332,"['pair_style kim EAM_Dynamo_ChamatiPapanicolaouMishin_2006_Fe__MO_960699513424_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_ChamatiPapanicolaouMishin_2006_Fe__MO_960699513424_000,['Fe']
333,"['pair_style kim EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005,['Al']
334,"['pair_style kim EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000\n', 'pair_coeff * * Nb Ti Al\n']",[],OpenKIM,EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000,"['Nb', 'Ti', 'Al']"
335,"['pair_style kim EAM_Dynamo_FellingerParkWilkins_2010_Nb__MO_102133002179_005\n', 'pair_coeff * * Nb\n']",[],OpenKIM,EAM_Dynamo_FellingerParkWilkins_2010_Nb__MO_102133002179_005,['Nb']
336,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Ag__MO_626948998302_000\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Ag__MO_626948998302_000,['Ag']
337,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Au__MO_559016907324_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Au__MO_559016907324_000,['Au']
338,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Cu__MO_666348409573_004\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Cu__MO_666348409573_004,['Cu']
339,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Ni__MO_580571659842_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Ni__MO_580571659842_000,['Ni']
340,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Pd__MO_786012902615_000\n', 'pair_coeff * * Pd\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Pd__MO_786012902615_000,['Pd']
341,"['pair_style kim EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Pt__MO_757342646688_000\n', 'pair_coeff * * Pt\n']",[],OpenKIM,EAM_Dynamo_FoilesBaskesDaw_1986Universal3_Pt__MO_757342646688_000,['Pt']
342,"['pair_style kim EAM_Dynamo_Foiles_1985_Cu__MO_831121933939_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_Foiles_1985_Cu__MO_831121933939_000,['Cu']
343,"['pair_style kim EAM_Dynamo_Foiles_1985_Ni__MO_010059867259_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_Foiles_1985_Ni__MO_010059867259_000,['Ni']
344,"['pair_style kim EAM_Dynamo_FortiniMendelevBuldyrev_2008_Ru__MO_114077951467_005\n', 'pair_coeff * * Ru\n']",[],OpenKIM,EAM_Dynamo_FortiniMendelevBuldyrev_2008_Ru__MO_114077951467_005,['Ru']
345,"['pair_style kim EAM_Dynamo_GrocholaRusso_2005_Au__MO_557267801129_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_GrocholaRusso_2005_Au__MO_557267801129_000,['Au']
346,"['pair_style kim EAM_Dynamo_HaleWongZimmerman_2008PairHybrid_PdAgH__MO_104806802344_005\n', 'pair_coeff * * Pd Ag H\n']",[],OpenKIM,EAM_Dynamo_HaleWongZimmerman_2008PairHybrid_PdAgH__MO_104806802344_005,"['Pd', 'Ag', 'H']"
347,"['pair_style kim EAM_Dynamo_HaleWongZimmerman_2008PairMorse_PdAgH__MO_108983864770_005\n', 'pair_coeff * * Pd Ag H\n']",[],OpenKIM,EAM_Dynamo_HaleWongZimmerman_2008PairMorse_PdAgH__MO_108983864770_005,"['Pd', 'Ag', 'H']"
348,"['pair_style kim EAM_Dynamo_HanZepedaAckland_2003_V__MO_411020944797_000\n', 'pair_coeff * * V\n']",[],OpenKIM,EAM_Dynamo_HanZepedaAckland_2003_V__MO_411020944797_000,['V']
349,"['pair_style kim EAM_Dynamo_HanZepedaAckland_2003_W__MO_286137913440_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_HanZepedaAckland_2003_W__MO_286137913440_000,['W']
350,"['pair_style kim EAM_Dynamo_HepburnAckland_2008_FeC__MO_143977152728_005\n', 'pair_coeff * * Fe C\n']",[],OpenKIM,EAM_Dynamo_HepburnAckland_2008_FeC__MO_143977152728_005,"['Fe', 'C']"
351,"['pair_style kim EAM_Dynamo_HoytGarvinWebb_2003_PbCu__MO_119135752160_005\n', 'pair_coeff * * Pb Cu\n']",[],OpenKIM,EAM_Dynamo_HoytGarvinWebb_2003_PbCu__MO_119135752160_005,"['Pb', 'Cu']"
352,"['pair_style kim EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000,['Al']
353,"['pair_style kim EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005\n', 'pair_coeff * * Al Pb\n']",[],OpenKIM,EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005,"['Al', 'Pb']"
354,"['pair_style kim EAM_Dynamo_LiSiegelAdams_2003_Ta__MO_103054252769_005\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_Dynamo_LiSiegelAdams_2003_Ta__MO_103054252769_005,['Ta']
355,"['pair_style kim EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000\n', 'pair_coeff * * Al Mg\n']",[],OpenKIM,EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000,"['Al', 'Mg']"
356,"['pair_style kim EAM_Dynamo_LiuErcolessiAdams_2004_Al__MO_051157671505_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_LiuErcolessiAdams_2004_Al__MO_051157671505_000,['Al']
